期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,挂牌原因,结算方式,交易状态
10000130,510050P1504M02950,50ETF沽2015年4月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2015-04,2015-04-08,2015-04-22,2015-04-22,2015-04-23,0.1542,波动加挂,实物资产,退市
10000131,510050C1505M02900,50ETF购2015年5月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2015-05,2015-04-08,2015-05-27,2015-05-27,2015-05-28,0.1173,波动加挂,实物资产,退市
10000132,510050C1505M02950,50ETF购2015年5月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2015-05,2015-04-08,2015-05-27,2015-05-27,2015-05-28,0.0974,波动加挂,实物资产,退市
10000133,510050P1505M02900,50ETF沽2015年5月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2015-05,2015-04-08,2015-05-27,2015-05-27,2015-05-28,0.1731,波动加挂,实物资产,退市
10000134,510050P1505M02950,50ETF沽2015年5月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2015-05,2015-04-08,2015-05-27,2015-05-27,2015-05-28,0.2027,波动加挂,实物资产,退市
10000135,510050C1506M02900,50ETF购2015年6月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2015-06,2015-04-08,2015-06-24,2015-06-24,2015-06-25,0.1486,波动加挂,实物资产,退市
10000136,510050C1506M02950,50ETF购2015年6月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2015-06,2015-04-08,2015-06-24,2015-06-24,2015-06-25,0.128,波动加挂,实物资产,退市
10000137,510050P1506M02900,50ETF沽2015年6月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2015-06,2015-04-08,2015-06-24,2015-06-24,2015-06-25,0.2072,波动加挂,实物资产,退市
10000138,510050P1506M02950,50ETF沽2015年6月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2015-06,2015-04-08,2015-06-24,2015-06-24,2015-06-25,0.236,波动加挂,实物资产,退市
10000139,510050C1509M02900,50ETF购2015年9月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2429,波动加挂,实物资产,退市
10000140,510050C1509M02950,50ETF购2015年9月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2214,波动加挂,实物资产,退市
10000141,510050P1509M02900,50ETF沽2015年9月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2535,波动加挂,实物资产,退市
10000142,510050P1509M02950,50ETF沽2015年9月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2015-09,2015-04-08,2015-09-23,2015-09-23,2015-09-24,0.2811,波动加挂,实物资产,退市
10000143,510050C1504M03000,50ETF购2015年4月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2015-04,2015-04-09,2015-04-22,2015-04-22,2015-04-23,0.0464,波动加挂,实物资产,退市
10000144,510050P1504M03000,50ETF沽2015年4月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2015-04,2015-04-09,2015-04-22,2015-04-22,2015-04-23,0.1469,波动加挂,实物资产,退市
10000145,510050C1505M03000,50ETF购2015年5月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2015-05,2015-04-09,2015-05-27,2015-05-27,2015-05-28,0.1112,波动加挂,实物资产,退市
10000146,510050P1505M03000,50ETF沽2015年5月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2015-05,2015-04-09,2015-05-27,2015-05-27,2015-05-28,0.2084,波动加挂,实物资产,退市
10000147,510050C1506M03000,50ETF购2015年6月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2015-06,2015-04-09,2015-06-24,2015-06-24,2015-06-25,0.1454,波动加挂,实物资产,退市
10000148,510050P1506M03000,50ETF沽2015年6月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2015-06,2015-04-09,2015-06-24,2015-06-24,2015-06-25,0.2328,波动加挂,实物资产,退市
10000149,510050C1509M03000,50ETF购2015年9月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2015-09,2015-04-09,2015-09-23,2015-09-23,2015-09-24,0.2559,波动加挂,实物资产,退市
10000150,510050P1509M03000,50ETF沽2015年9月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2015-09,2015-04-09,2015-09-23,2015-09-23,2015-09-24,0.2981,波动加挂,实物资产,退市
10000151,510050C1504M03100,50ETF购2015年4月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2015-04,2015-04-13,2015-04-22,2015-04-22,2015-04-23,0.0246,波动加挂,实物资产,退市
10000152,510050P1504M03100,50ETF沽2015年4月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2015-04,2015-04-13,2015-04-22,2015-04-22,2015-04-23,0.1835,波动加挂,实物资产,退市
10000153,510050C1505M03100,50ETF购2015年5月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2015-05,2015-04-13,2015-05-27,2015-05-27,2015-05-28,0.1,波动加挂,实物资产,退市
10000154,510050P1505M03100,50ETF沽2015年5月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2015-05,2015-04-13,2015-05-27,2015-05-27,2015-05-28,0.2531,波动加挂,实物资产,退市
10000155,510050C1506M03100,50ETF购2015年6月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2015-06,2015-04-13,2015-06-24,2015-06-24,2015-06-25,0.1432,波动加挂,实物资产,退市
10000156,510050P1506M03100,50ETF沽2015年6月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2015-06,2015-04-13,2015-06-24,2015-06-24,2015-06-25,0.2694,波动加挂,实物资产,退市
10000157,510050C1509M03100,50ETF购2015年9月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2015-09,2015-04-13,2015-09-23,2015-09-23,2015-09-24,0.2392,波动加挂,实物资产,退市
10000158,510050P1509M03100,50ETF沽2015年9月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2015-09,2015-04-13,2015-09-23,2015-09-23,2015-09-24,0.333,波动加挂,实物资产,退市
10000159,510050C1504M03200,50ETF购2015年4月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2015-04,2015-04-14,2015-04-22,2015-04-22,2015-04-23,0.0168,波动加挂,实物资产,退市
10000160,510050P1504M03200,50ETF沽2015年4月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2015-04,2015-04-14,2015-04-22,2015-04-22,2015-04-23,0.2235,波动加挂,实物资产,退市
10000161,510050C1505M03200,50ETF购2015年5月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2015-05,2015-04-14,2015-05-27,2015-05-27,2015-05-28,0.0899,波动加挂,实物资产,退市
10000162,510050P1505M03200,50ETF沽2015年5月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2015-05,2015-04-14,2015-05-27,2015-05-27,2015-05-28,0.2907,波动加挂,实物资产,退市
10000163,510050C1506M03200,50ETF购2015年6月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2015-06,2015-04-14,2015-06-24,2015-06-24,2015-06-25,0.1316,波动加挂,实物资产,退市
10000164,510050P1506M03200,50ETF沽2015年6月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2015-06,2015-04-14,2015-06-24,2015-06-24,2015-06-25,0.3201,波动加挂,实物资产,退市
10000165,510050C1509M03200,50ETF购2015年9月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2015-09,2015-04-14,2015-09-23,2015-09-23,2015-09-24,0.2252,波动加挂,实物资产,退市
10000166,510050P1509M03200,50ETF沽2015年9月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2015-09,2015-04-14,2015-09-23,2015-09-23,2015-09-24,0.3768,波动加挂,实物资产,退市
10000167,510050C1504M03300,50ETF购2015年4月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2015-04,2015-04-17,2015-04-22,2015-04-22,2015-04-23,0.0086,波动加挂,实物资产,退市
10000168,510050P1504M03300,50ETF沽2015年4月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2015-04,2015-04-17,2015-04-22,2015-04-22,2015-04-23,0.1678,波动加挂,实物资产,退市
10000169,510050C1505M03300,50ETF购2015年5月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2015-05,2015-04-17,2015-05-27,2015-05-27,2015-05-28,0.1234,波动加挂,实物资产,退市
10000170,510050P1505M03300,50ETF沽2015年5月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2015-05,2015-04-17,2015-05-27,2015-05-27,2015-05-28,0.2605,波动加挂,实物资产,退市
10000171,510050C1506M03300,50ETF购2015年6月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2015-06,2015-04-17,2015-06-24,2015-06-24,2015-06-25,0.1693,波动加挂,实物资产,退市
10000172,510050P1506M03300,50ETF沽2015年6月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2015-06,2015-04-17,2015-06-24,2015-06-24,2015-06-25,0.2896,波动加挂,实物资产,退市
10000173,510050C1509M03300,50ETF购2015年9月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2015-09,2015-04-17,2015-09-23,2015-09-23,2015-09-24,0.2638,波动加挂,实物资产,退市
10000174,510050P1509M03300,50ETF沽2015年9月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2015-09,2015-04-17,2015-09-23,2015-09-23,2015-09-24,0.3607,波动加挂,实物资产,退市
10000175,510050C1504M03400,50ETF购2015年4月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2015-04,2015-04-20,2015-04-22,2015-04-22,2015-04-23,0.002,波动加挂,实物资产,退市
10000176,510050P1504M03400,50ETF沽2015年4月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2015-04,2015-04-20,2015-04-22,2015-04-22,2015-04-23,0.2155,波动加挂,实物资产,退市
10000177,510050C1505M03400,50ETF购2015年5月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2015-05,2015-04-20,2015-05-27,2015-05-27,2015-05-28,0.1131,波动加挂,实物资产,退市
10000178,510050P1505M03400,50ETF沽2015年5月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2015-05,2015-04-20,2015-05-27,2015-05-27,2015-05-28,0.2998,波动加挂,实物资产,退市
10000179,510050C1506M03400,50ETF购2015年6月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2015-06,2015-04-20,2015-06-24,2015-06-24,2015-06-25,0.1592,波动加挂,实物资产,退市
10000180,510050P1506M03400,50ETF沽2015年6月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2015-06,2015-04-20,2015-06-24,2015-06-24,2015-06-25,0.3363,波动加挂,实物资产,退市
10000181,510050C1509M03400,50ETF购2015年9月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2015-09,2015-04-20,2015-09-23,2015-09-23,2015-09-24,0.2789,波动加挂,实物资产,退市
10000182,510050P1509M03400,50ETF沽2015年9月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2015-09,2015-04-20,2015-09-23,2015-09-23,2015-09-24,0.4049,波动加挂,实物资产,退市
10000183,510050C1512M03000,50ETF购2015年12月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.5629,到期加挂,实物资产,退市
10000184,510050C1512M03100,50ETF购2015年12月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.526,到期加挂,实物资产,退市
10000185,510050C1512M03200,50ETF购2015年12月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4847,到期加挂,实物资产,退市
10000186,510050C1512M03300,50ETF购2015年12月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4478,到期加挂,实物资产,退市
10000187,510050C1512M03400,50ETF购2015年12月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4109,到期加挂,实物资产,退市
10000188,510050P1512M03000,50ETF沽2015年12月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.2486,到期加挂,实物资产,退市
10000189,510050P1512M03100,50ETF沽2015年12月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.298,到期加挂,实物资产,退市
10000190,510050P1512M03200,50ETF沽2015年12月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.3519,到期加挂,实物资产,退市
10000191,510050P1512M03300,50ETF沽2015年12月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4079,到期加挂,实物资产,退市
10000192,510050P1512M03400,50ETF沽2015年12月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2015-12,2015-04-23,2015-12-23,2015-12-23,2015-12-24,0.4706,到期加挂,实物资产,退市
10000193,510050C1505M03500,50ETF购2015年5月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2015-05,2015-04-28,2015-05-27,2015-05-27,2015-05-28,0.0872,波动加挂,实物资产,退市
10000194,510050P1505M03500,50ETF沽2015年5月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2015-05,2015-04-28,2015-05-27,2015-05-27,2015-05-28,0.3276,波动加挂,实物资产,退市
10000195,510050C1506M03500,50ETF购2015年6月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2015-06,2015-04-28,2015-06-24,2015-06-24,2015-06-25,0.1405,波动加挂,实物资产,退市
10000196,510050P1506M03500,50ETF沽2015年6月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2015-06,2015-04-28,2015-06-24,2015-06-24,2015-06-25,0.3726,波动加挂,实物资产,退市
10000197,510050C1509M03500,50ETF购2015年9月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2015-09,2015-04-28,2015-09-23,2015-09-23,2015-09-24,0.2685,波动加挂,实物资产,退市
10000198,510050P1509M03500,50ETF沽2015年9月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2015-09,2015-04-28,2015-09-23,2015-09-23,2015-09-24,0.4472,波动加挂,实物资产,退市
10000199,510050C1512M03500,50ETF购2015年12月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2015-12,2015-04-28,2015-12-23,2015-12-23,2015-12-24,0.3635,波动加挂,实物资产,退市
10000200,510050P1512M03500,50ETF沽2015年12月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2015-12,2015-04-28,2015-12-23,2015-12-23,2015-12-24,0.4907,波动加挂,实物资产,退市
10000201,510050C1512M02950,50ETF购2015年12月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2015-12,2015-05-06,2015-12-23,2015-12-23,2015-12-24,0.4989,波动加挂,实物资产,退市
10000202,510050P1512M02950,50ETF沽2015年12月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2015-12,2015-05-06,2015-12-23,2015-12-23,2015-12-24,0.2513,波动加挂,实物资产,退市
10000203,510050C1512M02900,50ETF购2015年12月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2015-12,2015-05-08,2015-12-23,2015-12-23,2015-12-24,0.4952,波动加挂,实物资产,退市
10000204,510050P1512M02900,50ETF沽2015年12月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2015-12,2015-05-08,2015-12-23,2015-12-23,2015-12-24,0.2339,波动加挂,实物资产,退市
10000205,510050C1512M02850,50ETF购2015年12月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2015-12,2015-05-19,2015-12-23,2015-12-23,2015-12-24,0.4317,波动加挂,实物资产,退市
10000206,510050P1512M02850,50ETF沽2015年12月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2015-12,2015-05-19,2015-12-23,2015-12-23,2015-12-24,0.2369,波动加挂,实物资产,退市
10000207,510050C1507M03100,50ETF购2015年7月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.3489,到期加挂,实物资产,退市
10000208,510050C1507M03200,50ETF购2015年7月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2891,到期加挂,实物资产,退市
10000209,510050C1507M03300,50ETF购2015年7月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2413,到期加挂,实物资产,退市
10000210,510050C1507M03400,50ETF购2015年7月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2092,到期加挂,实物资产,退市
10000211,510050C1507M03500,50ETF购2015年7月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.1806,到期加挂,实物资产,退市
10000212,510050P1507M03100,50ETF沽2015年7月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.1229,到期加挂,实物资产,退市
10000213,510050P1507M03200,50ETF沽2015年7月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.1629,到期加挂,实物资产,退市
10000214,510050P1507M03300,50ETF沽2015年7月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2023,到期加挂,实物资产,退市
10000215,510050P1507M03400,50ETF沽2015年7月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.2705,到期加挂,实物资产,退市
10000216,510050P1507M03500,50ETF沽2015年7月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2015-07,2015-05-28,2015-07-22,2015-07-22,2015-07-23,0.3384,到期加挂,实物资产,退市
10000217,510050C1507M02950,50ETF购2015年7月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.2956,波动加挂,实物资产,退市
10000218,510050C1507M03000,50ETF购2015年7月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.2682,波动加挂,实物资产,退市
10000219,510050P1507M02950,50ETF沽2015年7月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.1306,波动加挂,实物资产,退市
10000220,510050P1507M03000,50ETF沽2015年7月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2015-07,2015-05-29,2015-07-22,2015-07-22,2015-07-23,0.1522,波动加挂,实物资产,退市
10000221,510050C1506M03600,50ETF购2015年6月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2015-06,2015-06-09,2015-06-24,2015-06-24,2015-06-25,0.0799,波动加挂,实物资产,退市
10000222,510050P1506M03600,50ETF沽2015年6月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2015-06,2015-06-09,2015-06-24,2015-06-24,2015-06-25,0.2444,波动加挂,实物资产,退市
10000223,510050C1507M03600,50ETF购2015年7月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2015-07,2015-06-09,2015-07-22,2015-07-22,2015-07-23,0.1755,波动加挂,实物资产,退市
10000224,510050P1507M03600,50ETF沽2015年7月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2015-07,2015-06-09,2015-07-22,2015-07-22,2015-07-23,0.3233,波动加挂,实物资产,退市
10000225,510050C1509M03600,50ETF购2015年9月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2015-09,2015-06-09,2015-09-23,2015-09-23,2015-09-24,0.2845,波动加挂,实物资产,退市
10000226,510050P1509M03600,50ETF沽2015年9月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2015-09,2015-06-09,2015-09-23,2015-09-23,2015-09-24,0.3874,波动加挂,实物资产,退市
10000227,510050C1512M03600,50ETF购2015年12月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2015-12,2015-06-09,2015-12-23,2015-12-23,2015-12-24,0.3905,波动加挂,实物资产,退市
10000228,510050P1512M03600,50ETF沽2015年12月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2015-12,2015-06-09,2015-12-23,2015-12-23,2015-12-24,0.4494,波动加挂,实物资产,退市
10000229,510050C1507M02900,50ETF购2015年7月2900,510050.SH,ETF期权,认购,欧式,2.9,10000,2015-07,2015-06-19,2015-07-22,2015-07-22,2015-07-23,0.2911,波动加挂,实物资产,退市
10000230,510050P1507M02900,50ETF沽2015年7月2900,510050.SH,ETF期权,认沽,欧式,2.9,10000,2015-07,2015-06-19,2015-07-22,2015-07-22,2015-07-23,0.1069,波动加挂,实物资产,退市
10000231,510050C1507M02750,50ETF购2015年7月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.2869,波动加挂,实物资产,退市
10000232,510050C1507M02800,50ETF购2015年7月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.2598,波动加挂,实物资产,退市
10000233,510050C1507M02850,50ETF购2015年7月2850,510050.SH,ETF期权,认购,欧式,2.85,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.2347,波动加挂,实物资产,退市
10000234,510050P1507M02750,50ETF沽2015年7月2750,510050.SH,ETF期权,认沽,欧式,2.75,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.1059,波动加挂,实物资产,退市
10000235,510050P1507M02800,50ETF沽2015年7月2800,510050.SH,ETF期权,认沽,欧式,2.8,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.1271,波动加挂,实物资产,退市
10000236,510050P1507M02850,50ETF沽2015年7月2850,510050.SH,ETF期权,认沽,欧式,2.85,10000,2015-07,2015-06-23,2015-07-22,2015-07-22,2015-07-23,0.1507,波动加挂,实物资产,退市
10000237,510050C1512M02750,50ETF购2015年12月2750,510050.SH,ETF期权,认购,欧式,2.75,10000,2015-12,2015-06-23,2015-12-23,2015-12-23,2015-12-24,0.4678,波动加挂,实物资产,退市
10000238,510050C1512M02800,50ETF购2015年12月2800,510050.SH,ETF期权,认购,欧式,2.8,10000,2015-12,2015-06-23,2015-12-23,2015-12-23,2015-12-24,0.4434,波动加挂,实物资产,退市
